state,sex,c34_site,age_group,num_cases,person_years
Alaska,2,99,14,12,73740
Alaska,2,99,15,16,46435
Alaska,2,99,16,11,28625
Alaska,2,99,17,13,19093
Alaska,2,99,18,15,18740
Alaska,2,99,19,0,0
Alaska,1,100,1,0,140875
Alaska,1,100,2,0,134544
Alaska,1,100,3,0,127956
Alaska,1,100,4,0,125096
Alaska,1,100,5,0,166937
Alaska,1,100,6,0,165323
Alaska,1,100,7,0,148761
Alaska,1,100,8,0,124597
Alaska,1,100,9,0,115568
Alaska,1,100,10,3,119625
Alaska,1,100,11,1,132817
Alaska,1,100,12,5,132759
Alaska,1,100,13,6,112795
Alaska,1,100,14,8,80917
Alaska,1,100,15,7,49315
Alaska,1,100,16,3,27452
Alaska,1,100,17,1,15190
Alaska,1,100,18,1,11236
Alaska,1,100,19,0,0
Alaska,2,100,1,0,134054
Alaska,2,100,2,0,126075
Alaska,2,100,3,0,121269
Alaska,2,100,4,0,112871
Alaska,2,100,5,0,125379
Alaska,2,100,6,0,143057
Alaska,2,100,7,0,133593
Alaska,2,100,8,0,114113
Alaska,2,100,9,0,105475
Alaska,2,100,10,1,108504
Alaska,2,100,11,2,121460
Alaska,2,100,12,5,123239
Alaska,2,100,13,5,104520
Alaska,2,100,14,8,73740
Alaska,2,100,15,11,46435
Alaska,2,100,16,2,28625
Alaska,2,100,17,1,19093
Alaska,2,100,18,1,18740
Alaska,2,100,19,0,0
Alaska,1,101,1,0,140875
Alaska,1,101,2,0,134544
Alaska,1,101,3,0,127956
Alaska,1,101,4,0,125096
Alaska,1,101,5,0,166937
Alaska,1,101,6,0,165323
Alaska,1,101,7,0,148761
Alaska,1,101,8,1,124597
Alaska,1,101,9,3,115568
Alaska,1,101,10,14,119625
Alaska,1,101,11,30,132817
Alaska,1,101,12,64,132759
Alaska,1,101,13,70,112795
Alaska,1,101,14,100,80917
Alaska,1,101,15,74,49315
Alaska,1,101,16,75,27452
Alaska,1,101,17,31,15190
Alaska,1,101,18,23,11236
Alaska,1,101,19,0,0
Alaska,2,101,1,0,134054
Alaska,2,101,2,0,126075
Alaska,2,101,3,0,121269
Alaska,2,101,4,0,112871
Alaska,2,101,5,0,125379
Alaska,2,101,6,0,143057
Alaska,2,101,7,1,133593
Alaska,2,101,8,1,114113
Alaska,2,101,9,0,105475
Alaska,2,101,10,8,108504
Alaska,2,101,11,36,121460
Alaska,2,101,12,59,123239
Alaska,2,101,13,57,104520
Alaska,2,101,14,62,73740
Alaska,2,101,15,55,46435
Alaska,2,101,16,43,28625
Alaska,2,101,17,33,19093
Alaska,2,101,18,16,18740
Alaska,2,101,19,0,0
Alaska,1,102,1,0,140875
Alaska,1,102,2,0,134544
Alaska,1,102,3,0,127956
Alaska,1,102,4,0,125096
Alaska,1,102,5,0,166937
Alaska,1,102,6,0,165323
Alaska,1,102,7,0,148761
Alaska,1,102,8,0,124597
Alaska,1,102,9,0,115568
Alaska,1,102,10,1,119625
Alaska,1,102,11,0,132817
Alaska,1,102,12,2,132759
Alaska,1,102,13,10,112795
Alaska,1,102,14,3,80917
Alaska,1,102,15,11,49315
Alaska,1,102,16,14,27452
Alaska,1,102,17,2,15190
Alaska,1,102,18,1,11236
Alaska,1,102,19,0,0
Alaska,2,102,1,0,134054
Alaska,2,102,2,0,126075
Alaska,2,102,3,0,121269
Alaska,2,102,4,0,112871
Alaska,2,102,5,0,125379
Alaska,2,102,6,0,143057
Alaska,2,102,7,0,133593
Alaska,2,102,8,0,114113
Alaska,2,102,9,0,105475
Alaska,2,102,10,3,108504
Alaska,2,102,11,3,121460
Alaska,2,102,12,3,123239
Alaska,2,102,13,7,104520
Alaska,2,102,14,9,73740
Alaska,2,102,15,7,46435
Alaska,2,102,16,3,28625
Alaska,2,102,17,2,19093
Alaska,2,102,18,2,18740
Alaska,2,102,19,0,0
Alaska,1,103,1,0,140875
Alaska,1,103,2,0,134544
Alaska,1,103,3,0,127956
Alaska,1,103,4,0,125096
Alaska,1,103,5,0,166937
Alaska,1,103,6,0,165323
Alaska,1,103,7,0,148761
Alaska,1,103,8,0,124597
Alaska,1,103,9,0,115568
Alaska,1,103,10,7,119625
Alaska,1,103,11,10,132817
Alaska,1,103,12,23,132759
Alaska,1,103,13,37,112795
Alaska,1,103,14,53,80917
Alaska,1,103,15,32,49315
Alaska,1,103,16,45,27452
Alaska,1,103,17,26,15190
Alaska,1,103,18,11,11236
Alaska,1,103,19,0,0
Alaska,2,103,1,0,134054
Alaska,2,103,2,0,126075
Alaska,2,103,3,0,121269
Alaska,2,103,4,0,112871
Alaska,2,103,5,0,125379
Alaska,2,103,6,1,143057
Alaska,2,103,7,0,133593
Alaska,2,103,8,1,114113
Alaska,2,103,9,4,105475
Alaska,2,103,10,1,108504
Alaska,2,103,11,11,121460
Alaska,2,103,12,13,123239
Alaska,2,103,13,33,104520
Alaska,2,103,14,33,73740
Alaska,2,103,15,37,46435
Alaska,2,103,16,26,28625
Alaska,2,103,17,30,19093
Alaska,2,103,18,13,18740
Alaska,2,103,19,0,0
Alaska,1,104,1,0,140875
Alaska,1,104,2,0,134544
Alaska,1,104,3,0,127956
Alaska,1,104,4,0,125096
Alaska,1,104,5,0,166937
Alaska,1,104,6,0,165323
Alaska,1,104,7,1,148761
Alaska,1,104,8,0,124597
Alaska,1,104,9,2,115568
Alaska,1,104,10,4,119625
Alaska,1,104,11,12,132817
Alaska,1,104,12,24,132759
Alaska,1,104,13,32,112795
Alaska,1,104,14,44,80917
Alaska,1,104,15,32,49315
Alaska,1,104,16,31,27452
Alaska,1,104,17,24,15190
Alaska,1,104,18,13,11236
Alaska,1,104,19,0,0
Alaska,2,104,1,0,134054
Alaska,2,104,2,0,126075
Alaska,2,104,3,0,121269
Alaska,2,104,4,0,112871
Alaska,2,104,5,0,125379
Alaska,2,104,6,0,143057
Alaska,2,104,7,1,133593
Alaska,2,104,8,1,114113
Alaska,2,104,9,2,105475
Alaska,2,104,10,3,108504
Alaska,2,104,11,6,121460
Alaska,2,104,12,17,123239
Alaska,2,104,13,17,104520
Alaska,2,104,14,24,73740
Alaska,2,104,15,24,46435
Alaska,2,104,16,17,28625
Alaska,2,104,17,17,19093
Alaska,2,104,18,14,18740
Alaska,2,104,19,0,0
Arizona,1,91,1,3,1113698
Arizona,1,91,2,0,1166275
Arizona,1,91,3,1,1168919
Arizona,1,91,4,1,1182840
Arizona,1,91,5,1,1273377
Arizona,1,91,6,2,1228631
Arizona,1,91,7,8,1162502
Arizona,1,91,8,18,1080634
Arizona,1,91,9,41,1049084
Arizona,1,91,10,133,1036480
Arizona,1,91,11,299,1050308
Arizona,1,91,12,773,1010530
Arizona,1,91,13,1162,912171
Arizona,1,91,14,1800,853888
Arizona,1,91,15,2020,666940
Arizona,1,91,16,1749,471863
Arizona,1,91,17,1347,308709
Arizona,1,91,18,876,252869
Arizona,1,91,19,0,0
Arizona,2,91,1,1,1065768
Arizona,2,91,2,0,1122939
Arizona,2,91,3,0,1127221
Arizona,2,91,4,2,1123475
Arizona,2,91,5,1,1176384
Arizona,2,91,6,6,1137379
Arizona,2,91,7,16,1099001
Arizona,2,91,8,20,1052931
Arizona,2,91,9,42,1039994
Arizona,2,91,10,133,1038474
Arizona,2,91,11,333,1084878
Arizona,2,91,12,710,1095725
Arizona,2,91,13,1092,1033800
Arizona,2,91,14,1643,960172
Arizona,2,91,15,1919,751135
Arizona,2,91,16,1762,528653
Arizona,2,91,17,1153,362706
Arizona,2,91,18,958,387580
Arizona,2,91,19,0,0
Arizona,1,92,1,0,1113698
Arizona,1,92,2,0,1166275
Arizona,1,92,3,0,1168919
Arizona,1,92,4,0,1182840
Arizona,1,92,5,1,1273377
Arizona,1,92,6,0,1228631
Arizona,1,92,7,1,1162502
Arizona,1,92,8,3,1080634
Arizona,1,92,9,4,1049084
Arizona,1,92,10,28,1036480
Arizona,1,92,11,58,1050308
Arizona,1,92,12,171,1010530
Arizona,1,92,13,242,912171
Arizona,1,92,14,432,853888
Arizona,1,92,15,522,666940
Arizona,1,92,16,444,471863
Arizona,1,92,17,311,308709
Arizona,1,92,18,173,252869
Arizona,1,92,19,0,0
Arizona,2,92,1,0,1065768
Arizona,2,92,2,0,1122939
Arizona,2,92,3,0,1127221
Arizona,2,92,4,0,1123475
Arizona,2,92,5,0,1176384
Arizona,2,92,6,0,1137379
Arizona,2,92,7,0,1099001
Arizona,2,92,8,1,1052931
Arizona,2,92,9,3,1039994
Arizona,2,92,10,11,1038474
Arizona,2,92,11,27,1084878
Arizona,2,92,12,66,1095725
Arizona,2,92,13,130,1033800
Arizona,2,92,14,272,960172
Arizona,2,92,15,343,751135
Arizona,2,92,16,341,528653
Arizona,2,92,17,235,362706
Arizona,2,92,18,156,387580
Arizona,2,92,19,0,0
Arizona,1,93,1,0,1113698
Arizona,1,93,2,0,1166275
Arizona,1,93,3,0,1168919
Arizona,1,93,4,0,1182840
Arizona,1,93,5,0,1273377
Arizona,1,93,6,1,1228631
Arizona,1,93,7,2,1162502
Arizona,1,93,8,5,1080634
Arizona,1,93,9,21,1049084
Arizona,1,93,10,56,1036480
Arizona,1,93,11,126,1050308
Arizona,1,93,12,306,1010530
Arizona,1,93,13,447,912171
Arizona,1,93,14,681,853888
Arizona,1,93,15,790,666940
Arizona,1,93,16,688,471863
Arizona,1,93,17,517,308709
Arizona,1,93,18,308,252869
Arizona,1,93,19,0,0
Arizona,2,93,1,0,1065768
Arizona,2,93,2,0,1122939
Arizona,2,93,3,0,1127221
Arizona,2,93,4,0,1123475
Arizona,2,93,5,0,1176384
Arizona,2,93,6,2,1137379
Arizona,2,93,7,7,1099001
Arizona,2,93,8,13,1052931
Arizona,2,93,9,27,1039994
Arizona,2,93,10,74,1038474
Arizona,2,93,11,176,1084878
Arizona,2,93,12,380,1095725
Arizona,2,93,13,564,1033800
Arizona,2,93,14,837,960172
Arizona,2,93,15,909,751135
Arizona,2,93,16,814,528653
Arizona,2,93,17,487,362706
Arizona,2,93,18,345,387580
Arizona,2,93,19,0,0
Arizona,1,94,1,0,1113698
Arizona,1,94,2,0,1166275
Arizona,1,94,3,0,1168919
Arizona,1,94,4,0,1182840
Arizona,1,94,5,0,1273377
Arizona,1,94,6,0,1228631
Arizona,1,94,7,1,1162502
Arizona,1,94,8,1,1080634
Arizona,1,94,9,6,1049084
Arizona,1,94,10,18,1036480
Arizona,1,94,11,34,1050308
Arizona,1,94,12,90,1010530
Arizona,1,94,13,159,912171
Arizona,1,94,14,194,853888
Arizona,1,94,15,213,666940
Arizona,1,94,16,174,471863
Arizona,1,94,17,117,308709
Arizona,1,94,18,44,252869
Arizona,1,94,19,0,0
Arizona,2,94,1,0,1065768
Arizona,2,94,2,0,1122939
Arizona,2,94,3,0,1127221
Arizona,2,94,4,0,1123475
Arizona,2,94,5,0,1176384
Arizona,2,94,6,1,1137379
Arizona,2,94,7,0,1099001
Arizona,2,94,8,0,1052931
Arizona,2,94,9,4,1039994
Arizona,2,94,10,13,1038474
Arizona,2,94,11,53,1084878
Arizona,2,94,12,103,1095725
Arizona,2,94,13,163,1033800
Arizona,2,94,14,210,960172
Arizona,2,94,15,236,751135
Arizona,2,94,16,188,528653
Arizona,2,94,17,108,362706
Arizona,2,94,18,38,387580
Arizona,2,94,19,0,0
Arizona,1,95,1,0,1113698
Arizona,1,95,2,0,1166275
Arizona,1,95,3,0,1168919
Arizona,1,95,4,0,1182840
Arizona,1,95,5,0,1273377
Arizona,1,95,6,0,1228631
Arizona,1,95,7,0,1162502
Arizona,1,95,8,0,1080634
Arizona,1,95,9,3,1049084
Arizona,1,95,10,4,1036480
Arizona,1,95,11,15,1050308
Arizona,1,95,12,35,1010530
Arizona,1,95,13,36,912171
Arizona,1,95,14,59,853888
Arizona,1,95,15,65,666940
Arizona,1,95,16,61,471863
Arizona,1,95,17,59,308709
Arizona,1,95,18,33,252869
Arizona,1,95,19,0,0
Arizona,2,95,1,0,1065768
Arizona,2,95,2,0,1122939
Arizona,2,95,3,0,1127221
Arizona,2,95,4,0,1123475
Arizona,2,95,5,0,1176384
Arizona,2,95,6,0,1137379
Arizona,2,95,7,0,1099001
Arizona,2,95,8,0,1052931
Arizona,2,95,9,0,1039994
Arizona,2,95,10,3,1038474
Arizona,2,95,11,4,1084878
Arizona,2,95,12,21,1095725
Arizona,2,95,13,31,1033800
Arizona,2,95,14,30,960172
Arizona,2,95,15,57,751135
Arizona,2,95,16,52,528653
Arizona,2,95,17,26,362706
Arizona,2,95,18,40,387580
Arizona,2,95,19,0,0
Arizona,1,96,1,0,1113698
Arizona,1,96,2,0,1166275
Arizona,1,96,3,0,1168919
Arizona,1,96,4,1,1182840
Arizona,1,96,5,0,1273377
Arizona,1,96,6,1,1228631
Arizona,1,96,7,3,1162502
Arizona,1,96,8,8,1080634
Arizona,1,96,9,4,1049084
Arizona,1,96,10,18,1036480
Arizona,1,96,11,41,1050308
Arizona,1,96,12,111,1010530
Arizona,1,96,13,153,912171
Arizona,1,96,14,238,853888
Arizona,1,96,15,230,666940
Arizona,1,96,16,204,471863
Arizona,1,96,17,161,308709
Arizona,1,96,18,84,252869
Arizona,1,96,19,0,0
Arizona,2,96,1,0,1065768
Arizona,2,96,2,0,1122939
Arizona,2,96,3,0,1127221
Arizona,2,96,4,1,1123475
Arizona,2,96,5,1,1176384
Arizona,2,96,6,3,1137379
Arizona,2,96,7,6,1099001
Arizona,2,96,8,5,1052931
Arizona,2,96,9,6,1039994
Arizona,2,96,10,21,1038474
Arizona,2,96,11,52,1084878
Arizona,2,96,12,111,1095725
Arizona,2,96,13,149,1033800
Arizona,2,96,14,193,960172
Arizona,2,96,15,236,751135
Arizona,2,96,16,193,528653
Arizona,2,96,17,129,362706
Arizona,2,96,18,79,387580
Arizona,2,96,19,0,0
Arizona,1,97,1,0,1113698
Arizona,1,97,2,0,1166275
Arizona,1,97,3,1,1168919
Arizona,1,97,4,0,1182840
Arizona,1,97,5,0,1273377
Arizona,1,97,6,0,1228631
Arizona,1,97,7,0,1162502
Arizona,1,97,8,0,1080634
Arizona,1,97,9,1,1049084
Arizona,1,97,10,0,1036480
Arizona,1,97,11,4,1050308
Arizona,1,97,12,3,1010530
Arizona,1,97,13,2,912171
Arizona,1,97,14,1,853888
Arizona,1,97,15,5,666940
Arizona,1,97,16,1,471863
Arizona,1,97,17,3,308709
Arizona,1,97,18,4,252869
Arizona,1,97,19,0,0
Arizona,2,97,1,0,1065768
Arizona,2,97,2,0,1122939
Arizona,2,97,3,0,1127221
Arizona,2,97,4,1,1123475
Arizona,2,97,5,0,1176384
Arizona,2,97,6,0,1137379
Arizona,2,97,7,1,1099001
Arizona,2,97,8,0,1052931
Arizona,2,97,9,0,1039994
Arizona,2,97,10,2,1038474
Arizona,2,97,11,1,1084878
Arizona,2,97,12,2,1095725
Arizona,2,97,13,3,1033800
Arizona,2,97,14,0,960172
Arizona,2,97,15,0,751135
Arizona,2,97,16,1,528653
Arizona,2,97,17,1,362706
Arizona,2,97,18,1,387580
Arizona,2,97,19,0,0
Arizona,1,98,1,2,1113698
Arizona,1,98,2,0,1166275
Arizona,1,98,3,0,1168919
Arizona,1,98,4,0,1182840
Arizona,1,98,5,0,1273377
Arizona,1,98,6,0,1228631
Arizona,1,98,7,0,1162502
Arizona,1,98,8,0,1080634
Arizona,1,98,9,1,1049084
Arizona,1,98,10,0,1036480
Arizona,1,98,11,0,1050308
Arizona,1,98,12,1,1010530
Arizona,1,98,13,3,912171
Arizona,1,98,14,4,853888
Arizona,1,98,15,3,666940
Arizona,1,98,16,0,471863
Arizona,1,98,17,2,308709
Arizona,1,98,18,0,252869
Arizona,1,98,19,0,0
Arizona,2,98,1,1,1065768
Arizona,2,98,2,0,1122939
Arizona,2,98,3,0,1127221
Arizona,2,98,4,0,1123475
Arizona,2,98,5,0,1176384
Arizona,2,98,6,0,1137379
Arizona,2,98,7,0,1099001
Arizona,2,98,8,0,1052931
Arizona,2,98,9,0,1039994
Arizona,2,98,10,0,1038474
Arizona,2,98,11,0,1084878
Arizona,2,98,12,0,1095725
Arizona,2,98,13,2,1033800
Arizona,2,98,14,2,960172
Arizona,2,98,15,0,751135
Arizona,2,98,16,0,528653
Arizona,2,98,17,3,362706
Arizona,2,98,18,0,387580
Arizona,2,98,19,0,0
Arizona,1,99,1,1,1113698
Arizona,1,99,2,0,1166275
Arizona,1,99,3,0,1168919
Arizona,1,99,4,0,1182840
Arizona,1,99,5,0,1273377
Arizona,1,99,6,0,1228631
Arizona,1,99,7,1,1162502
Arizona,1,99,8,1,1080634
Arizona,1,99,9,1,1049084
Arizona,1,99,10,9,1036480
Arizona,1,99,11,21,1050308
Arizona,1,99,12,56,1010530
Arizona,1,99,13,120,912171
Arizona,1,99,14,191,853888
Arizona,1,99,15,192,666940
Arizona,1,99,16,177,471863
Arizona,1,99,17,177,308709
Arizona,1,99,18,230,252869
Arizona,1,99,19,0,0
Arizona,2,99,1,0,1065768
Arizona,2,99,2,0,1122939
Arizona,2,99,3,0,1127221
Arizona,2,99,4,0,1123475
Arizona,2,99,5,0,1176384
Arizona,2,99,6,0,1137379
Arizona,2,99,7,2,1099001
Arizona,2,99,8,1,1052931
Arizona,2,99,9,2,1039994
Arizona,2,99,10,9,1038474
Arizona,2,99,11,20,1084878
Arizona,2,99,12,27,1095725
Arizona,2,99,13,50,1033800
Arizona,2,99,14,99,960172
Arizona,2,99,15,138,751135
Arizona,2,99,16,173,528653
Arizona,2,99,17,164,362706
Arizona,2,99,18,299,387580
Arizona,2,99,19,0,0
Arizona,1,100,1,0,1113698
Arizona,1,100,2,0,1166275
Arizona,1,100,3,0,1168919
Arizona,1,100,4,0,1182840
Arizona,1,100,5,0,1273377
Arizona,1,100,6,0,1228631
Arizona,1,100,7,1,1162502
Arizona,1,100,8,1,1080634
Arizona,1,100,9,0,1049084
Arizona,1,100,10,14,1036480
Arizona,1,100,11,11,1050308
Arizona,1,100,12,32,1010530
Arizona,1,100,13,48,912171
Arizona,1,100,14,59,853888
Arizona,1,100,15,42,666940
Arizona,1,100,16,36,471863
Arizona,1,100,17,27,308709
Arizona,1,100,18,11,252869
Arizona,1,100,19,0,0
Arizona,2,100,1,0,1065768
Arizona,2,100,2,0,1122939
Arizona,2,100,3,0,1127221
Arizona,2,100,4,0,1123475
Arizona,2,100,5,1,1176384
Arizona,2,100,6,1,1137379
Arizona,2,100,7,0,1099001
Arizona,2,100,8,0,1052931
Arizona,2,100,9,0,1039994
Arizona,2,100,10,2,1038474
Arizona,2,100,11,10,1084878
Arizona,2,100,12,31,1095725
Arizona,2,100,13,38,1033800
Arizona,2,100,14,44,960172
Arizona,2,100,15,61,751135
Arizona,2,100,16,42,528653
Arizona,2,100,17,24,362706
Arizona,2,100,18,22,387580
Arizona,2,100,19,0,0
Arizona,1,101,1,2,1113698
Arizona,1,101,2,0,1166275
Arizona,1,101,3,0,1168919
Arizona,1,101,4,1,1182840
Arizona,1,101,5,1,1273377
Arizona,1,101,6,1,1228631
Arizona,1,101,7,3,1162502
Arizona,1,101,8,4,1080634
Arizona,1,101,9,19,1049084
Arizona,1,101,10,64,1036480
Arizona,1,101,11,138,1050308
Arizona,1,101,12,366,1010530
Arizona,1,101,13,526,912171
Arizona,1,101,14,803,853888
Arizona,1,101,15,945,666940
Arizona,1,101,16,787,471863
Arizona,1,101,17,567,308709
Arizona,1,101,18,314,252869
Arizona,1,101,19,0,0
Arizona,2,101,1,1,1065768
Arizona,2,101,2,0,1122939
Arizona,2,101,3,0,1127221
Arizona,2,101,4,0,1123475
Arizona,2,101,5,0,1176384
Arizona,2,101,6,2,1137379
Arizona,2,101,7,4,1099001
Arizona,2,101,8,7,1052931
Arizona,2,101,9,17,1039994
Arizona,2,101,10,63,1038474
Arizona,2,101,11,157,1084878
Arizona,2,101,12,313,1095725
Arizona,2,101,13,545,1033800
Arizona,2,101,14,783,960172
Arizona,2,101,15,893,751135
Arizona,2,101,16,800,528653
Arizona,2,101,17,502,362706
Arizona,2,101,18,345,387580
Arizona,2,101,19,0,0
Arizona,1,102,1,0,1113698
Arizona,1,102,2,0,1166275
Arizona,1,102,3,0,1168919
Arizona,1,102,4,0,1182840
Arizona,1,102,5,0,1273377
Arizona,1,102,6,0,1228631
Arizona,1,102,7,0,1162502
Arizona,1,102,8,1,1080634
Arizona,1,102,9,1,1049084
Arizona,1,102,10,7,1036480
Arizona,1,102,11,17,1050308
Arizona,1,102,12,27,1010530
Arizona,1,102,13,40,912171
Arizona,1,102,14,62,853888
Arizona,1,102,15,65,666940
Arizona,1,102,16,54,471863
Arizona,1,102,17,50,308709
Arizona,1,102,18,20,252869
Arizona,1,102,19,0,0
Arizona,2,102,1,0,1065768
Arizona,2,102,2,0,1122939
Arizona,2,102,3,0,1127221
Arizona,2,102,4,0,1123475
Arizona,2,102,5,0,1176384
Arizona,2,102,6,1,1137379
Arizona,2,102,7,2,1099001
Arizona,2,102,8,0,1052931
Arizona,2,102,9,2,1039994
Arizona,2,102,10,9,1038474
Arizona,2,102,11,13,1084878
Arizona,2,102,12,30,1095725
Arizona,2,102,13,39,1033800
Arizona,2,102,14,69,960172
Arizona,2,102,15,90,751135
Arizona,2,102,16,73,528653
Arizona,2,102,17,44,362706
Arizona,2,102,18,26,387580
Arizona,2,102,19,0,0
Arizona,1,103,1,0,1113698
Arizona,1,103,2,0,1166275
Arizona,1,103,3,1,1168919
Arizona,1,103,4,0,1182840
Arizona,1,103,5,0,1273377
Arizona,1,103,6,0,1228631
Arizona,1,103,7,2,1162502
Arizona,1,103,8,3,1080634
Arizona,1,103,9,10,1049084
Arizona,1,103,10,19,1036480
Arizona,1,103,11,54,1050308
Arizona,1,103,12,157,1010530
Arizona,1,103,13,246,912171
Arizona,1,103,14,431,853888
Arizona,1,103,15,513,666940
Arizona,1,103,16,476,471863
Arizona,1,103,17,345,308709
Arizona,1,103,18,214,252869
Arizona,1,103,19,0,0
Arizona,2,103,1,0,1065768
Arizona,2,103,2,0,1122939
Arizona,2,103,3,0,1127221
Arizona,2,103,4,0,1123475
Arizona,2,103,5,0,1176384
Arizona,2,103,6,1,1137379
Arizona,2,103,7,5,1099001
Arizona,2,103,8,9,1052931
Arizona,2,103,9,12,1039994
Arizona,2,103,10,32,1038474
Arizona,2,103,11,83,1084878
Arizona,2,103,12,189,1095725
Arizona,2,103,13,256,1033800
Arizona,2,103,14,450,960172
Arizona,2,103,15,507,751135
Arizona,2,103,16,465,528653
Arizona,2,103,17,296,362706
Arizona,2,103,18,208,387580
Arizona,2,103,19,0,0
Arizona,1,104,1,1,1113698
Arizona,1,104,2,0,1166275
Arizona,1,104,3,0,1168919
Arizona,1,104,4,0,1182840
Arizona,1,104,5,0,1273377
Arizona,1,104,6,1,1228631
Arizona,1,104,7,2,1162502
Arizona,1,104,8,9,1080634
Arizona,1,104,9,11,1049084
Arizona,1,104,10,29,1036480
Arizona,1,104,11,79,1050308
Arizona,1,104,12,191,1010530
Arizona,1,104,13,302,912171
Arizona,1,104,14,445,853888
Arizona,1,104,15,455,666940
Arizona,1,104,16,396,471863
Arizona,1,104,17,358,308709
Arizona,1,104,18,317,252869
Arizona,1,104,19,0,0
Arizona,2,104,1,0,1065768
Arizona,2,104,2,0,1122939
Arizona,2,104,3,0,1127221
Arizona,2,104,4,2,1123475
Arizona,2,104,5,0,1176384
Arizona,2,104,6,1,1137379
Arizona,2,104,7,5,1099001
Arizona,2,104,8,4,1052931
Arizona,2,104,9,11,1039994
Arizona,2,104,10,27,1038474
Arizona,2,104,11,70,1084878
Arizona,2,104,12,147,1095725
Arizona,2,104,13,214,1033800
Arizona,2,104,14,297,960172
Arizona,2,104,15,368,751135
Arizona,2,104,16,382,528653
Arizona,2,104,17,287,362706
Arizona,2,104,18,357,387580
Arizona,2,104,19,0,0
Arkansas,1,91,1,1,490887
Arkansas,1,91,2,0,505178
Arkansas,1,91,3,0,506780
Arkansas,1,91,4,0,505294
Arkansas,1,91,5,0,530385
Arkansas,1,91,6,2,496534
Arkansas,1,91,7,11,480218
Arkansas,1,91,8,16,458825
Arkansas,1,91,9,58,447569
Arkansas,1,91,10,123,454466
Arkansas,1,91,11,410,487627
Arkansas,1,91,12,863,474805
Arkansas,1,91,13,1141,422666
Arkansas,1,91,14,1527,369939
Arkansas,1,91,15,1538,276131
Arkansas,1,91,16,1184,191472
Arkansas,1,91,17,780,121558
Arkansas,1,91,18,501,96963
Arkansas,1,91,19,0,0
Arkansas,2,91,1,0,465332
Arkansas,2,91,2,0,484171
Arkansas,2,91,3,0,483131
Arkansas,2,91,4,0,483398
Arkansas,2,91,5,1,511810
Arkansas,2,91,6,3,492175
Arkansas,2,91,7,5,478029
Arkansas,2,91,8,16,460131
Arkansas,2,91,9,64,457510
Arkansas,2,91,10,143,463163
Arkansas,2,91,11,386,505219
Arkansas,2,91,12,681,503559
Arkansas,2,91,13,783,466213
Arkansas,2,91,14,1151,413311
Arkansas,2,91,15,1210,320541
Arkansas,2,91,16,898,234920
Arkansas,2,91,17,585,170641
Arkansas,2,91,18,401,185552
Arkansas,2,91,19,1,0
Arkansas,1,92,1,0,490887
Arkansas,1,92,2,0,505178
Arkansas,1,92,3,0,506780
Arkansas,1,92,4,0,505294
Arkansas,1,92,5,0,530385
Arkansas,1,92,6,0,496534
Arkansas,1,92,7,1,480218
Arkansas,1,92,8,2,458825
Arkansas,1,92,9,10,447569
Arkansas,1,92,10,19,454466
Arkansas,1,92,11,102,487627
Arkansas,1,92,12,221,474805
Arkansas,1,92,13,352,422666
Arkansas,1,92,14,509,369939
Arkansas,1,92,15,532,276131
Arkansas,1,92,16,393,191472
Arkansas,1,92,17,230,121558
Arkansas,1,92,18,111,96963
Arkansas,1,92,19,0,0
Arkansas,2,92,1,0,465332
Arkansas,2,92,2,0,484171
Arkansas,2,92,3,0,483131
Arkansas,2,92,4,0,483398
Arkansas,2,92,5,0,511810
Arkansas,2,92,6,0,492175
Arkansas,2,92,7,0,478029
Arkansas,2,92,8,2,460131
Arkansas,2,92,9,7,457510
Arkansas,2,92,10,15,463163
Arkansas,2,92,11,46,505219
Arkansas,2,92,12,114,503559
Arkansas,2,92,13,160,466213
Arkansas,2,92,14,288,413311
Arkansas,2,92,15,325,320541
Arkansas,2,92,16,232,234920
Arkansas,2,92,17,147,170641
Arkansas,2,92,18,58,185552
Arkansas,2,92,19,0,0
Arkansas,1,93,1,0,490887
Arkansas,1,93,2,0,505178
Arkansas,1,93,3,0,506780
Arkansas,1,93,4,0,505294
Arkansas,1,93,5,0,530385
Arkansas,1,93,6,0,496534
Arkansas,1,93,7,4,480218
Arkansas,1,93,8,6,458825
Arkansas,1,93,9,29,447569
Arkansas,1,93,10,59,454466
Arkansas,1,93,11,166,487627
Arkansas,1,93,12,337,474805
Arkansas,1,93,13,383,422666
Arkansas,1,93,14,509,369939
Arkansas,1,93,15,490,276131
Arkansas,1,93,16,389,191472
Arkansas,1,93,17,254,121558
Arkansas,1,93,18,135,96963
Arkansas,1,93,19,0,0
Arkansas,2,93,1,0,465332
Arkansas,2,93,2,0,484171
Arkansas,2,93,3,0,483131
Arkansas,2,93,4,0,483398
Arkansas,2,93,5,0,511810
Arkansas,2,93,6,1,492175
Arkansas,2,93,7,2,478029
Arkansas,2,93,8,10,460131
Arkansas,2,93,9,29,457510
Arkansas,2,93,10,73,463163
Arkansas,2,93,11,166,505219
Arkansas,2,93,12,320,503559
Arkansas,2,93,13,311,466213
Arkansas,2,93,14,422,413311
Arkansas,2,93,15,423,320541
Arkansas,2,93,16,322,234920
Arkansas,2,93,17,209,170641
Arkansas,2,93,18,122,185552
Arkansas,2,93,19,0,0
Arkansas,1,94,1,0,490887
Arkansas,1,94,2,0,505178
Arkansas,1,94,3,0,506780
Arkansas,1,94,4,0,505294
